status,crn,type,section, tme,day, location,instructor
-------------------------------------------------------------------------------------
Course  : Description
 section closed 66972 Discussion/ Recitation AY6 04:00PM - 04:50PM R       1105 Siebel Center for Comp Sci Bailey, M
-------------------------------------------------------------------------------------
CS 465  : User Interface Design
 section closed 43388 Lecture-Discussion M3  09:30AM - 10:45AM TR      1320 Digital Computer Laboratory Bailey, B
 section closed 43389 Lecture-Discussion M4  09:30AM - 10:45AM TR      1320 Digital Computer Laboratory Bailey, B
 section restricted 56646 Online ONL ARRANGED n.a n.a Bailey, B
-------------------------------------------------------------------------------------
CS 466  : Introduction to Bioinformatics
 section restricted 51764 Lecture-Discussion B3  09:30AM - 10:45AM TR      0216 Siebel Center for Comp Sci Sinha, S
 section restricted 51765 Lecture-Discussion B4  09:30AM - 10:45AM TR      0216 Siebel Center for Comp Sci Sinha, S
-------------------------------------------------------------------------------------
CS 476  : Program Verification
 1. section open 35855 Lecture-Discussion D3  09:30AM - 10:45AM TR      1304 Siebel Center for Comp Sci Meseguer, J
 section restricted 35852 Lecture-Discussion D4  09:30AM - 10:45AM TR      1304 Siebel Center for Comp Sci Meseguer, J
-------------------------------------------------------------------------------------
CS 477  : Formal Software Devel Methods
 section restricted 64565 Lecture B3  12:30PM - 01:45PM WF      1109 Siebel Center for Comp Sci Parthasarathy, M
 section restricted 64566 Lecture B4  12:30PM - 01:45PM WF      1109 Siebel Center for Comp Sci Parthasarathy, M
-------------------------------------------------------------------------------------
CS 481  : Stochastic Processes & Applic
 section closed 52040 Laboratory E   04:00PM - 04:50PM MW      1310 Digital Computer Laboratory N/A
 section closed 58069 Laboratory G   04:00PM - 04:50PM MW      1310 Digital Computer Laboratory N/A
-------------------------------------------------------------------------------------
CS 483  : Applied Parallel Programming
 1. section open 58793 Laboratory AB  ARRANGED n.a n.a N/A
 section closed 58792 Lecture AL  09:30AM - 10:50AM TR      1015 Electrical & Computer Eng Bldg Hwu, W
 1. section open 67070 Lecture AL2 11:00AM - 12:30PM TR      n.a Hwu, W
-------------------------------------------------------------------------------------
CS 491  : Seminar
 section closed 66834 Discussion/ Recitation 125 ARRANGED n.a n.a Chapman, W
 1. section open 65816 Laboratory CAP 02:00PM - 02:50PM F       119 Materials Science & Eng Bld Marinov, D
 section restricted 54321 Lecture CB  05:00PM - 06:50PM R       1109 Siebel Center for Comp Sci Bashir, M
-------------------------------------------------------------------------------------
CS 492  : Senior Project I
 section restricted 30139 Lecture-Discussion CS  03:30PM - 05:20PM W       1320 Digital Computer Laboratory Woodley, M
-------------------------------------------------------------------------------------
CS 498  : Special Topics
 1. section open 61482 Laboratory AB1 12:00PM - 12:50PM W       0220 Siebel Center for Comp Sci Campbell, R
 1. section open 61483 Laboratory AB2 01:00PM - 01:50PM W       0220 Siebel Center for Comp Sci Campbell, R
 1. section open 61457 Lecture AL1 10:00AM - 11:15AM MW      1302 Siebel Center for Comp Sci Bashir, M
 section restricted 65109 Lecture-Discussion DL1 09:30AM - 10:45AM WF      1310 Digital Computer Laboratory Chekuri, C
 section closed 65315 Lecture GFD 11:00AM - 12:15PM WF      1103 Siebel Center for Comp Sci DeJong, G
 section closed 66333 Lecture-Discussion HS3 12:30PM - 01:45PM WF      1310 Digital Computer Laboratory Sundaram, H
 section closed 66399 Lecture-Discussion HS4 12:30PM - 01:45PM WF      1310 Digital Computer Laboratory Sundaram, H
 section closed 65575 Lecture-Discussion IDS 09:00AM - 11:50AM T       126 Grad Sch of Lib & Info Science Stodden, V
 section closed 66825 Lecture RK1 11:00AM - 12:15PM MW      1310 Digital Computer Laboratory Kumar, R
 section closed 66826 Lecture RK2 11:00AM - 12:15PM MW      1310 Digital Computer Laboratory Kumar, R
 section closed 40091 Lecture SL3 11:00AM - 12:15PM MW      1404 Siebel Center for Comp Sci Yershova, G
 section closed 40092 Lecture SL4 11:00AM - 12:15PM MW      1404 Siebel Center for Comp Sci Yershova, G
 section restricted 66321 Lecture TX  11:00AM - 12:15PM MW      1131 Siebel Center for Comp Sci Xie, T
-------------------------------------------------------------------------------------
CS 499  : Senior Thesis
 section restricted 10465 Independent Study N/A ARRANGED n.a n.a N/A
-------------------------------------------------------------------------------------
CS 519  : Scientific Visualization
 section restricted 35905 Lecture P   02:00PM - 03:15PM MW      1302 Siebel Center for Comp Sci Shaffer, E
-------------------------------------------------------------------------------------
CS 523  : Advanced Operating Systems
 section restricted 59677 Lecture-Discussion E   09:30AM - 10:45AM TR      1109 Siebel Center for Comp Sci Campbell, R
 section restricted 41596 Online ONL ARRANGED n.a n.a Campbell, R
-------------------------------------------------------------------------------------
CS 527  : Topics in Software Engineering
 section restricted 41597 Online ONL ARRANGED n.a n.a Marinov, D
 section restricted 35912 Lecture-Discussion S   12:30PM - 01:45PM TR      0216 Siebel Center for Comp Sci Marinov, D
-------------------------------------------------------------------------------------
CS 541  : Computer Systems Analysis
 1. section open 35921 Lecture-Discussion B   09:30AM - 10:45AM WF      4070 Electrical & Computer Eng Bldg Nicol, D
-------------------------------------------------------------------------------------
CS 548  : Models of Cognitive Processes
 section closed 64710 Lecture R   02:00PM - 03:15PM TR      1131 Siebel Center for Comp Sci Fu, W
-------------------------------------------------------------------------------------
CS 549  : Seminar in Cognitive Science
 section restricted 48226 Lecture-Discussion A   03:30PM - 04:50PM TR      319 Gregory Hall Hummel, J
-------------------------------------------------------------------------------------
CS 556  : Iterative & Multigrid Methods
 section restricted 55575 Lecture IM  11:00AM - 12:15PM TR      1302 Siebel Center for Comp Sci Olson, L
-------------------------------------------------------------------------------------
CS 563  : Advanced Computer Security
 section closed 54597 Lecture C   09:30AM - 10:45AM WF      1103 Siebel Center for Comp Sci Gunter, C
-------------------------------------------------------------------------------------
CS 571  : Combinatorial Mathematics
 section closed 33563 Lecture-Discussion D1  11:00AM - 11:50AM MWF     347 Altgeld Hall Balog, J
-------------------------------------------------------------------------------------
CS 575  : Methods of Combinatorics
 1. section open 64477 Lecture-Discussion E1  01:00PM - 01:50PM MWF     445 Altgeld Hall Balog, J
-------------------------------------------------------------------------------------
CS 591  : Advanced Seminar
 section restricted 35941 Lecture-Discussion ACT ARRANGED n.a ARR Siebel Center for Comp Sci Adve, V
 section restricted 43832 Lecture-Discussion BIO 10:00AM - 10:50AM M       143 Loomis Laboratory Peng, J
 section restricted 35943 Lecture-Discussion CCR 05:00PM - 06:20PM W       1304 Siebel Center for Comp Sci Campbell, R
 section restricted 46417 Lecture-Discussion FM  03:30PM - 04:20PM F       n.a Gunter, E
 section restricted 35974 Lecture-Discussion HCI 11:00AM - 11:50AM T       ARR Siebel Center for Comp Sci Bailey, B
 section restricted 43828 Lecture-Discussion IG  01:30PM - 02:20PM W       206 Transportation Building Gupta, I
 section restricted 35957 Lecture-Discussion MH  ARRANGED n.a ARR Siebel Center for Comp Sci Heath, M
 section restricted 41977 Lecture PHD 11:00AM - 11:50AM M       0216 Siebel Center for Comp Sci Chekuri, C
 section restricted 41614 Lecture-Discussion RHC ARRANGED n.a ARR Siebel Center for Comp Sci Campbell, R
 section restricted 49716 Lecture-Discussion SE  ARRANGED n.a ARR Siebel Center for Comp Sci Marinov, D
 section restricted 35986 Lecture-Discussion TA  03:00PM - 03:50PM M       0216 Siebel Center for Comp Sci Chekuri, C
-------------------------------------------------------------------------------------
CS 597  : Individual Study
 section restricted 10467 Independent Study N/A ARRANGED n.a n.a N/A
-------------------------------------------------------------------------------------
CS 598  : Special Topics
 section restricted 58261 Lecture-Discussion ACK 12:30PM - 01:45PM TR      1131 Siebel Center for Comp Sci Kirlik, A
 section restricted 50499 Online CXO ARRANGED n.a n.a Zhai, C
 section closed 35989 Lecture-Discussion CXZ 09:30AM - 10:45AM WF      1109 Siebel Center for Comp Sci Zhai, C
 section restricted 66318 Lecture-Discussion LRS 09:30AM - 10:45AM WF      1105 Siebel Center for Comp Sci Sha, L
 section restricted 55918 Lecture-Discussion LVK 09:30AM - 10:45AM TR      1302 Siebel Center for Comp Sci Kale, L
 section restricted 66327 Lecture-Discussion MHV 11:00AM - 12:15PM TR      1131 Siebel Center for Comp Sci Viswanathan, M
 section restricted 66832 Lecture-Discussion OOK 03:30PM - 04:45PM TR      1109 Siebel Center for Comp Sci Koyejo, O
 section restricted 66867 Lecture-Discussion SM  02:00PM - 03:15PM TR      1109 Siebel Center for Comp Sci Misailovic, S
-------------------------------------------------------------------------------------
CS 599  : Thesis Research
 section restricted 10469 Independent Study N/A ARRANGED n.a n.a N/A
